ticker,company_name,exchange,sector,is_financial,is_constituent,market_cap,market_cap_source,last_price,shares_outstanding,latest_sec_filing_type,latest_sec_filing_date,market_data_date,sec_data_date,eligibility_status,exclusion_reason,data_source,collected_at
VSAT,ViaSat Inc. Common Stock,NASDAQ,Technology,false,False,9537975678.0,provided,69.84,,10-K,2026-05-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
VSEC,VSE Corporation Common Stock,NASDAQ,Consumer Discretionary,false,False,5852721907.0,provided,208.6,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
VTRS,Viatris Inc. Common Stock,NASDAQ,Health Care,false,False,18993853787.0,provided,16.31,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WBD,Warner Bros. Discovery Inc. Series A Common Stock,NASDAQ,Consumer Discretionary,false,True,68896116571.0,provided,27.48,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WDAY,Workday Inc. Class A Common Stock,NASDAQ,Technology,false,True,34533070000.0,provided,139.81,,10-Q,2026-05-22,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WDC,Western Digital Corporation Common Stock,NASDAQ,Technology,false,True,194166338035.0,provided,563.32,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WFRD,Weatherford International plc Ordinary Shares,NASDAQ,Consumer Discretionary,false,False,5898596477.0,provided,82.01,,10-Q,2026-04-22,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WMG,Warner Music Group Corp. Class A Common Stock,NASDAQ,Consumer Discretionary,false,False,14386156262.0,provided,27.58,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WMT,Walmart Inc. Common Stock,NASDAQ,Consumer Discretionary,false,True,904833599924.0,provided,113.7,,10-Q,2026-05-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WSE,Wise Group plc Class A Ordinary Shares,NASDAQ,Industrials,false,False,15430266553.0,provided,12.55,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WTFC,Wintrust Financial Corporation Common Stock,NASDAQ,Finance,true,False,10950817664.0,provided,162.36,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,NASDAQ,Finance,true,False,27270908590.0,provided,288.74,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WULF,TeraWulf Inc. Common Stock,NASDAQ,Technology,false,False,9618288639.0,provided,19.41,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WWD,Woodward Inc. Common Stock,NASDAQ,Energy,false,False,23707424563.0,provided,397.89,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
WYNN,Wynn Resorts Limited Common stock,NASDAQ,Consumer Discretionary,false,False,9953147311.0,provided,95.9,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
XE,X-Energy Inc. Class A Common Stock,NASDAQ,Industrials,false,False,6229592436.0,provided,15.33,,10-Q,2026-06-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
XEL,Xcel Energy Inc. Common Stock,NASDAQ,Utilities,false,True,50047690625.0,provided,80.17,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
XENE,Xenon Pharmaceuticals Inc. Common Shares,NASDAQ,Health Care,false,False,6505591515.0,provided,67.3,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
XP,XP Inc. Class A Common Stock,NASDAQ,Finance,true,False,8743922411.0,provided,16.87,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
Z,Zillow Group Inc. Class C Capital Stock,NASDAQ,Consumer Discretionary,false,False,7289625667.0,provided,31.86,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ZBRA,Zebra Technologies Corporation Class A Common Stock,NASDAQ,Industrials,false,False,12389921593.0,provided,260.11,,10-Q,2026-05-12,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ZG,Zillow Group Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,false,False,7275897558.0,provided,31.8,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ZION,Zions Bancorporation N.A. Common Stock,NASDAQ,Finance,true,False,10358205753.0,provided,70.42,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ZM,Zoom Communications Inc. Class A Common Stock,NASDAQ,Technology,false,False,26728116671.0,provided,91.15,,10-Q,2026-05-22,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ZS,Zscaler Inc. Common Stock,NASDAQ,Technology,false,False,24594401657.0,provided,152.09,,10-Q,2026-05-26,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
